,v1,v2
4740,ham,Many more happy returns of the day. I wish you happy birthday.
4856,ham,Thanks  and ! Or bomb and date as my phone wanted to say! 
3547,ham,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but"
2431,ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
1100,ham,You busy or can I come by at some point and figure out what we're doing tomorrow
1853,ham,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
5320,ham,But we havent got da topic yet rite?
1433,ham,You intrepid duo you! Have a great time and see you both soon. 
4530,ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
2581,ham,Yup i'm elaborating on the safety aspects and some other issues..
445,ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
1842,ham,"\Are you comingdown later?\"""""
4393,ham,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
1699,ham,Ok...
962,ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
3239,ham,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd
3180,ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da"
1311,ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.
4155,ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order"
3921,ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?"
4531,ham,Ok both our days. So what are you making for dinner tonite? Am I invited?
4265,ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
5179,ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please "
2140,ham,After the drug she will be able to eat.
2558,ham,"Some friends want me to drive em someplace, probably take a while"
2992,ham,So i'm doing a list of buyers.
4930,ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
580,ham,Huh so early.. Then Ì_ having dinner outside izzit?
5563,ham,Ard 6 like dat lor.
1832,ham,What time is ur flight tmr?
713,ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you."
5518,ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it."
5154,ham,"Like  &lt;#&gt; , same question"
656,ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
5473,ham,Ok lor Ì_ reaching then message me.
1922,ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
1334,ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
3822,ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
1753,ham,Jus came back fr lunch wif my sis only. U leh?
1632,ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss
4208,ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!
1026,ham,Yes da. Any plm at ur office
2336,ham,"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\"""""
4239,ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe"
3777,ham,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:\Dont wake up early in d mrng'' GOOD night"""
3815,ham,How long does it take to get it.
4223,ham,Double eviction this week - Spiral and Michael and good riddance to them!
450,ham,hanks lotsly!
4267,ham,Hey so whats the plan this sat? 
1024,ham,Hasn't that been the pattern recently crap weekends?
835,ham,Good Morning my Dear........... Have a great &amp; successful day.
496,ham,Nope... Think i will go for it on monday... Sorry i replied so late
4545,ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
2065,ham,Cos daddy arranging time c wat time fetch Ì_ mah...
5429,ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
5186,ham,I uploaded mine to Facebook
4835,ham,Yay can't wait to party together!
1397,ham,Then we wait 4 u lor... No need 2 feel bad lar...
2628,ham,Haha... They cant what... At the most tmr forfeit... haha so how?
2541,ham,I dont. Can you send it to me. Plus how's mode.
703,ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!"
4199,ham,I will come tomorrow di
1300,ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
1229,ham,Jus ans me lar. U'll noe later.
152,ham,Ok... Ur typical reply...
2982,ham,What should i eat fo lunch senor
3770,ham,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much"
2955,ham,Yes there were many sweets
3290,ham,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit"""
1458,ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
3606,ham,I have no idea where you are
589,ham,"I'm in a meeting, call me later at"
1469,ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
5047,ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3
4285,ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
5372,ham,"Ok., is any problem to u frm him? Wats matter?"
291,ham,Haf u found him? I feel so stupid da v cam was working.
402,ham,The hair cream has not been shipped.
1562,ham,Dude just saw a parked car with its sunroof popped up. Sux
2192,ham,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.
811,ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
1821,ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
2101,ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
1741,ham,I can do that! I want to please you both inside and outside the bedroom...
5522,ham,Thats cool. I want to please you...
5082,ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
3975,ham,I wish u were here. I feel so alone
3379,ham,Just finished. Missing you plenty
4118,ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:)
5301,ham,At WHAT TIME should i come tomorrow
4464,ham,"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\"""""
1917,ham,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...
4731,ham,Wat time r Ì_ going to xin's hostel?
5527,ham,"Total disappointment, when I texted you was the craziest shit got :("
5565,ham,Huh y lei...
2330,ham,Long beach lor. Expected... U having dinner now?
5430,ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
2084,ham,How are you. Wish you a great semester
2904,ham,"Ha. You donÛ÷t know either. I did a a clever but simple thing with pears the other day, perfect for christmas."
4026,ham,"Yes, princess. Are you going to make me moan?"
3233,ham,Yup Ì_ not comin :-(
4288,ham,"Okay, good, no problem, and thanx!"
2062,ham,Is there any training tomorrow?
3713,ham,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not."
3346,ham,No problem baby. Is this is a good time to talk? I called and left a message.
5379,ham,Somebody set up a website where you can play hold em using eve online spacebucks
3758,ham,"GOD ASKED, \What is forgiveness?\"" A little child gave lovely reply"
4248,ham,Loosu go to hospital. De dont let it careless.
512,ham,Lol ok your forgiven :)
1398,ham,No did you check? I got his detailed message now
4209,ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)
4672,ham,I forgot 2 ask Ì_ all smth.. There's a card on da present lei... How? ÌÏ all want 2 write smth or sign on it?
1043,ham,Mmm thats better now i got a roast down me! iåÕd b better if i had a few drinks down me 2! Good indian?
2542,ham,Aiyo please Ì_ got time meh.
2776,ham,Send me your id and password
876,ham,Are you in castor? You need to see something
4855,ham,yes baby! I need to stretch open your pussy!
438,ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think."
3169,ham,"Mah b, I'll pick it up tomorrow"
4785,ham,Holy living christ what is taking you so long
3935,ham,They r giving a second chance to rahul dengra.
2873,ham,Crucify is c not s. You should have told me earlier.
3564,ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-"
1492,ham,In the end she might still vomit but its okay. Not everything will come out.
1585,ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.
2740,ham,Nothing. Can...
2678,ham,Was playng 9 doors game and gt racing on phone lol
4956,ham,I'm vivek:)i got call from your number.
5127,ham,Cuz ibored. And don wanna study
4359,ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! "
1931,ham,What pa tell me.. I went to bath:-)
4648,ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
3951,ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... 
3074,ham,Take us out shopping and Mark will distract Isaiah.=D
33,ham,For fear of fainting with the of all that housework you just did? Quick have a cuppa
2805,ham,Can a not?
4615,ham,ÌÏ called dad oredi...
43,ham,WHO ARE YOU SEEING?
1474,ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
771,ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? 
5520,ham,No. I dont want to hear anything
4502,ham,Stupid.its not possible
343,ham,Am not interested to do like that.
471,ham,"How long has it been since you screamed, princess?"
3938,ham,Y Ì_ wan to go there? C doctor?
4134,ham,No need to say anything to me. I know i am an outsider
2523,ham,"Sorry, I'll call later"
4958,ham,"What i mean was i left too early to check, cos i'm working a 9-6."
2658,ham,Not yet chikku..wat abt u?
1362,ham,What does the dance river do?
303,ham,He is a womdarfull actor
4542,ham,I've been trying to reach him without success
3020,ham,Am in film ill call you later.
5207,ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !"
4815,ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
1456,ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
4249,ham,How much for an eighth?
1712,ham,o turns out i had stereo love on mi phone under the unknown album.
40,ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
3653,ham,Why i come in between you people
199,ham,"Found it, ENC  &lt;#&gt; , where you at?"
170,ham,"Sir, I need AXIS BANK account no and bank address."
5078,ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
4778,ham,O we cant see if we can join denis and mina? Or does denis want alone time
4516,ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
3706,ham,Aight do you still want to get money
715,ham,When i have stuff to sell i.ll tell you
79,ham,Its not the same here. Still looking for a job. How much do Ta's earn there.
5454,ham,Im just wondering what your doing right now?
3823,ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you
2362,ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
3336,ham,I AM AT THE GAS STATION. GO THERE.
4774,ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
1650,ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
1891,ham,Probably earlier than that if the station's where I think it is
5238,ham,Yeah I can still give you a ride
2554,ham,I'll reach in ard 20 mins ok...
1794,ham,How much i gave to you. Morning.
121,ham,here is my new address -apples&pairs&all that malarky
2787,ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
2562,ham,"Yeah I am, so I'll leave maybe 7ish?"
2097,ham,Are you the cutest girl in the world or what
2892,ham,K I'll be sure to get up before noon and see what's what
4974,ham,Yar... I tot u knew dis would happen long ago already.
4268,ham,Beauty sleep can help ur pimples too.
1834,ham,I have a rather prominent bite mark on my right cheek
2297,ham,Draw va?i dont think so:)
557,ham,I know that my friend already told that.
3097,ham,This is all just creepy and crazy to me.
1630,ham,I am going to film 2day da. At 6pm. Sorry da.
3451,ham,Ugh just got outta class
4435,ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
5219,ham,Pls she needs to dat slowly or she will vomit more.
1577,ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same."
4771,ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
5018,ham,Great! How is the office today?
1876,ham,Watching tv now. I got new job :)
1839,ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
1700,ham,Please ask mummy to call father
5412,ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due
5042,ham,O ic lol. Should play 9 doors sometime yo
4217,ham,Actually i'm waiting for 2 weeks when they start putting ad.
5242,ham,Hmm thinking lor...
4873,ham,Wat happened to the cruise thing
3424,ham,True. Its easier with her here.
285,ham,"K, I might come by tonight then if my class lets out early"
2277,ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/
2444,ham,"Yes but i dont care! I need you bad, princess!"
2579,ham,I dunno until when... Lets go learn pilates...
3217,ham,Don know:)this week i'm going to tirunelvai da.
4350,ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
2997,ham,No b4 Thursday
2454,ham,Left dessert. U wan me 2 go suntec look 4 u?
2702,ham,"Omw back to tampa from west palm, you hear what happened?"
1745,ham,"IåÕm cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x."
4445,ham,Merry christmas to u too annie!
1746,ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.
2600,ham,"As usual..iam fine, happy &amp; doing well..:)"
2791,ham,"Û_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""ham"""
525,ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.
3411,ham,No she didnt. I will search online and let you know.
4510,ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
4201,ham,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*
38,ham,Anything lor... U decide...
3591,ham,I anything lor...
2613,ham,Thanks for sending this mental ability question..
5499,ham,Now get step 2 outta the way. Congrats again.
5226,ham,Prabha..i'm soryda..realy..frm heart i'm sory
148,ham,K..i deleted my contact that why?
5333,ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols"
5135,ham,Sorry * was at the grocers.
5481,ham,Shall call now dear having food
300,ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V"
5387,ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
4329,ham,i thought we were doing a king of the hill thing there.
998,ham,Then Ì_ wait 4 me at bus stop aft ur lect lar. If i dun c Ì_ then i go get my car then come back n pick Ì_.
4472,ham,S but not able to sleep.
1423,ham,Lol great now im getting hungry.
809,ham,Ugh I don't wanna get out of bed. It's so warm.
614,ham,I called and said all to him:)then he have to choose this future.
5180,ham,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
3365,ham,I am waiting for your call sir.
2176,ham,get ready to moan and scream :)
4730,ham,K:)eng rocking in ashes:)
1385,ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
2180,ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea"
5317,ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else"
3137,ham,Wat r u doing now?
87,ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
5507,ham,I want to be inside you every night...
1240,ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
4400,ham,Many times we lose our best ones bcoz we are 
1084,ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
3675,ham,Hey r Ì_ still online? I've finished the formatting...
2834,ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter.."
2447,ham,Tmr then Ì_ brin lar... Aiya later i come n c lar... Mayb Ì_ neva set properly Ì_ got da help sheet wif Ì_...
4378,ham,How are you. Just checking up on you
5273,ham,Its too late:)but its k.wish you the same.
4148,ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ..."
3036,ham,Cos darren say Ì_ considering mah so i ask Ì_...
2789,ham,When you are big..| God will bring success.
5006,ham,Oh k. . I will come tomorrow
616,ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
5485,ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(
5274,ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
4172,ham,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.
3496,ham,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served"
3032,ham,"Aight, lemme know what's up"
857,ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.
913,ham,Ok lor but not too early. Me still having project meeting now.
3641,ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...
4289,ham,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less."
4271,ham,Where to get those?
1172,ham,Happy new years melody!
58,ham,Tell where you reached
1430,ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!
3806,ham,Pls dont restrict her from eating anythin she likes for the next two days.
4667,ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
5162,ham,Just send a text. We'll skype later.
5193,ham,"It's wylie, you in tampa or sarasota?"
1471,ham,Oh. U must have taken your REAL Valentine out shopping first.
2646,ham,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing"
4820,ham,Im good! I have been thinking about you...
4370,ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
519,ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now
1027,ham,Are you not around or just still asleep? :V
3144,ham,I.ll get there tomorrow and send it to you
4870,ham,Well. You know what i mean. Texting
2634,ham,"Sorry da thangam, very very sorry i am held up with prasad."
274,ham,No objection. My bf not coming.
738,ham,Wish i were with you now!
1909,ham,Then u going ikea str aft dat?
1313,ham,How abt making some of the pics bigger?
801,ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
1198,ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
3209,ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
2047,ham,No de. But call me after some time. Ill tell you k
5253,ham,Please tell me not all of my car keys are in your purse
4324,ham,Am only searching for good dual sim mobile pa.
1083,ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
1482,ham,Ok...
2156,ham,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. 
2759,ham,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee..."
1595,ham,Pls confirm the time to collect the cheque.
1558,ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
4113,ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?
674,ham,"I've got  &lt;#&gt; , any way I could pick up?"
3026,ham,You still at the game?
44,ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...
3077,ham,Okay but i thought you were the expert
5419,ham,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story)
381,ham,"Yeah sure, give me a couple minutes to track down my wallet"
2829,ham,Howz that persons story
3293,ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)"
2629,ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!"
3463,ham,My phone
2686,ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no
4670,ham,"Probably not, I'm almost out of gas and I get some cash tomorrow"
3759,ham,We'll join the  &lt;#&gt;  bus
2499,ham,Yup i've finished c Ì_ there...
3865,ham,"Theoretically yeah, he could be able to come"
2709,ham,Sorry de i went to shop.
2697,ham,Can you use foreign stamps for whatever you send them off for? 
440,ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
603,ham,Be happy there. I will come after noon
3396,ham,Heehee that was so funny tho
4463,ham,Ranjith cal drpd Deeraj and deepak 5min hold
123,ham,I am going to sao mu today. Will be done only at 12 
1242,ham,Nobody can decide where to eat and dad wants Chinese
722,ham,That is wondar full flim.
2587,ham,"Aight, see you in a bit"
2696,ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...
3863,ham,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:)
2853,ham,Haha... Hope Ì_ can hear the receipt sound... Gd luck!
3789,ham,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*"
3821,ham,Just normal only here :)
2511,ham,Er yep sure. Props?
4061,ham,Hi dear we saw dear. We both are happy. Where you my battery is low
3498,ham,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
4737,ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?
3663,ham,Huh? 6 also cannot? Then only how many mistakes?
498,ham,"Kate jackson rec center before 7ish, right?"
2222,ham,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.
2986,ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
5432,ham,Thanx a lot 4 ur help!
2841,ham,aathi..where are you dear..
3317,ham,I'm freezing and craving ice. Fml
3192,ham,I will lick up every drop :) are you ready to use your mouth as well?
1055,ham,I'm at work. Please call
2113,ham,"Yeah, don't go to bed, I'll be back before midnight"
4355,ham,Great. So should i send you my account number.
4838,ham,That's one of the issues but california is okay. No snow so its manageable
3142,ham,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)
3337,ham,"K, if u bored up just come to my home.."
1089,ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.
2476,ham,i dnt wnt to tlk wid u
4884,ham,Poor girl can't go one day lmao
1066,ham,Once free call me sir. I am waiting for you.
4354,ham,"Sorry, I can't help you on this."
2361,ham,Hi. I'm sorry i missed your call. Can you pls call back.
1542,ham,Now press conference da:)
4069,ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all
4748,ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
4351,ham,Hows the pain dear?y r u smiling?
4093,ham,how are you? I miss you!
4888,ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
1735,ham,Why tired what special there you had
5283,ham,"Yeah, probably here for a while"
5500,ham,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night
2833,ham,U sick still can go shopping?
2761,ham,I am not sure about night menu. . . I know only about noon menu
2967,ham,"Mostly sports type..lyk footbl,crckt.."
1751,ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
4772,ham,Ok then u tell me wat time u coming later lor.
2530,ham,So the sun is anti sleep medicine.
3941,ham,She's borderline but yeah whatever.
3364,ham,"Sorry, I'll call later"
3633,ham,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs
3605,ham,"That means you got an A in epi, she.s fine. She.s here now."
1845,ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
3053,ham,What happened to our yo date?
4266,ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630
1653,ham,I was at bugis juz now wat... But now i'm walking home oredi... ÌÏ so late then reply... I oso saw a top dat i like but din buy... Where r Ì_ now? 
4729,ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .
3619,ham,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night
5149,ham,Pls call me da. What happen.
143,ham,I know you are. Can you pls open the back?
24,ham,Ffffffffff. Alright no way I can meet up with you sooner?
507,ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|
1983,ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
635,ham,Me n him so funny...
2397,ham,Neshanth..tel me who r u?
2321,ham,Ok...
3243,ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
4385,ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, "
3939,ham,Does daddy have a bb now.
3013,ham,I might go 2 sch. Yar at e salon now v boring.
